N,idnum,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
1123,3324,,-121.2626873,38.61292073,0.451550273,0.394953014,0.464384478,1,1,1,1.310887765,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.795604396,0,0.405133367,0.9559956,0.273123997,0.450798883,0.485637467,0.405133367,0.182633669
1124,3491,,-121.2075835,38.63518325,0.385401403,0.442785656,0.794498382,1,1,0.25,0.621140294,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.065934066,0,0.853548062,0.96809681,0,0.32226669,0.327332124,0.853548062,0.275070109
1125,3490,,-121.2168291,38.63509077,0.299356982,0.402661363,0.416004053,0.25,1,1,1.118022398,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.065934066,0,0.853548062,0.96809681,0,0.360423015,0.374176132,0.853548062,0.307638366
1126,3435,,-121.2259551,38.62776518,0.482322259,0.846476398,0.884933528,0.25,0.25,0.25,0.241161129,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.065934066,0,0.853548062,0.96809681,0,0.291530478,0.290146836,0.853548062,0.248835275
1128,3380,,-121.2443231,38.62034434,1.212277737,1.234995623,1.307015588,1,1,1,0,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.065934066,0,0.853548062,0.96809681,0.360503612,0.31334385,0.312465729,0.853548062,0.267454036
1129,3379,,-121.2535667,38.62024906,0.730033031,0.744852326,0.784950177,1,1,1,0,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.065934066,0,0.853548062,0.96809681,0.360503612,0.31334385,0.312465729,0.853548062,0.267454036
1130,2859,,-121.2338763,38.54811571,0.194589524,0.21729097,0.557460166,0.75,1,0.75,0.30891037,0.300632911,0.151898734,0.89556962,0.025641026,0.167721519,0.610759494,0.905063291,0.006329114,0.079113924,0.375824176,0.496835443,0.612984399,0.210121012,0.29203451,0.306761784,0.30640817,0.612984399,0.188040188
1134,3492,,-121.1983379,38.63527502,0.753291667,0.722124525,0.769175022,1,1,1,0,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.26749983,0.246899339,0.798188223,0.213515214
1135,3436,,-121.2167105,38.62785835,0.268935181,0.332366017,0.524435097,1,1,0.25,0.450975898,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.307611735,0.294211186,0.798188223,0.245532064
1137,3437,,-121.2074658,38.62795082,0.293121891,0.325925904,0.903673434,1,1,0.25,0.464285846,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.322720076,0.307791463,0.798188223,0.257591364
1155,3270,,-121.2625642,38.6056884,0.210928401,0.242920766,0.259675262,1,1,1,0.713524429,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.326913404,0.318210836,0.798188223,0.260938429
1156,3325,,-121.2534445,38.61301671,0.802327288,0.870868336,0.884908576,1,1,1,0,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.269119689,0.248316716,0.798188223,0.214808167
1157,3164,,-121.2623181,38.59122377,0.463583457,0.537841422,0.446789653,0.75,0.75,0.75,0.682779832,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.324480943,0.315249766,0.798188223,0.258996867
1165,3114,,-121.2621951,38.58399147,0.036792202,0.168637106,0.393867758,0.75,0.75,0.75,0.599297066,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.321876066,0.310709507,0.798188223,0.256917685
1166,2913,,-121.2155252,38.55553485,0.148680579,0.431434146,0.866833118,0.75,1,0.75,0.435086044,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.798188223,0.99779978,0,0.350012967,0.330881914,0.798188223,0.279376228
1169,2910,,-121.2432321,38.55525349,0.232471593,0.242305037,0.566193452,0.75,0.75,1,0.356082473,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.214896829,0.97689769,0,0.358526723,0.348439548,0.3,0.107558017
1176,3009,,-121.289661,38.56923493,0.097275009,0.225321092,0.281873467,1,1,1,0.604469568,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.214896829,0.97689769,0,0.388959199,0.381795115,0.3,0.11668776
1178,3008,,-121.2988983,38.56913619,0.062671042,0.175327655,0.231631864,1,1,1,0.469630561,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.214896829,0.97689769,0,0.41137608,0.397757996,0.3,0.123412824
1181,2854,,-121.2800496,38.54763626,1.482953524,1.494271229,1.497420736,0.5,0.5,1,0,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.650549451,0.284810127,0.924006039,0.456545655,0.745335072,0.448146984,0.450107867,0.924006039,0.414090519
1183,3267,,-121.2902897,38.60539627,0.203686086,0.282263196,0.288889857,1,1,1,0.774839138,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.856043956,0.816455696,0.619023654,0.083608361,0.360503612,0.554233261,0.563894086,0.619023654,0.343083498
1184,3213,,-121.2901639,38.59816398,0.192015562,0.199640141,0.20877981,1,1,1,0.600435513,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.856043956,0.816455696,0.619023654,0.083608361,0.468047753,0.565918532,0.572307921,0.619023654,0.350316958
1186,3212,,-121.2994048,38.5980652,0.172177964,0.186198704,0.281715401,1,1,1,0.640092069,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.535164835,0.816455696,0.407649723,0.421342134,0.570124398,0.559969667,0.562250795,0.407649723,0.22827148
1187,3323,,-121.27193,38.61282405,0.018721257,0.080777898,0.183076345,1,1,1,0.2825755,0.544303797,0.667721519,0.167721519,0.557692308,0.658227848,0.436708861,0.648734177,0.775316456,0.632911392,0.11978022,0.838607595,0.18721691,0.718371837,0.933687801,0.614732445,0.598165592,0.3,0.184419734
1188,3322,,-121.2811728,38.61272667,0.248315403,0.253317661,0.248340262,1,1,1,0.749973326,0.544303797,0.667721519,0.167721519,0.557692308,0.658227848,0.436708861,0.648734177,0.775316456,0.632911392,0.264835165,0.838607595,0.295923503,0.540154015,0.320826645,0.561616088,0.551677718,0.3,0.168484826
1190,3268,,-121.2810479,38.60549435,0.218310417,0.205688613,0.256529394,1,1,1,0.680528423,0.734177215,0.591772152,0.246835443,0.496794872,0.17721519,0.613924051,0.341772152,0.528481013,0.743670886,0.540659341,0.291139241,0.734776044,0.872387239,0.683938604,0.562408849,0.571612352,0.734776044,0.413244549
1191,3269,,-121.271806,38.60559173,0.244525957,0.244878793,0.252035962,1,1,1,0.741440711,0.734177215,0.591772152,0.246835443,0.496794872,0.17721519,0.613924051,0.341772152,0.528481013,0.743670886,0.540659341,0.291139241,0.734776044,0.872387239,0.229885634,0.504521316,0.510313201,0.734776044,0.370710177
1192,3211,,-121.3086456,38.59796572,0.272850041,0.283096652,0.344636287,1,1,1,0.90058298,0.756329114,0.278481013,0.268987342,0.769230769,0.291139241,0.768987342,0.481012658,0.639240506,0.449367089,0.396703297,0.382911392,0.469048817,0.617161716,0.666131621,0.56475944,0.581491256,0.469048817,0.264899748
1193,3159,,-121.308518,38.59073346,0.248362618,0.264164886,0.286997383,1,1,1,0.799524887,0.756329114,0.278481013,0.268987342,0.769230769,0.291139241,0.768987342,0.481012658,0.639240506,0.449367089,0.396703297,0.382911392,0.469048817,0.617161716,0.754765249,0.561924225,0.578673946,0.469048817,0.263569893
1196,3158,,-121.317758,38.59063329,0.513326004,0.525302208,0.539653404,1,1,1,0,0.772151899,0.044303797,0.351265823,0.820512821,0.655063291,0.493670886,0.863924051,0.626582278,0.810126582,0.274725275,0.620253165,0.184197282,0.168316832,0.307885233,0.440173184,0.42480979,0.3,0.132051955
1197,3108,,-121.3176295,38.58340105,0.13955618,0.173933107,0.206918364,1,1,1,0.520407652,0.772151899,0.044303797,0.351265823,0.820512821,0.655063291,0.493670886,0.863924051,0.626582278,0.810126582,0.614285714,0.620253165,0.121791646,0.415841584,0.96383427,0.582678882,0.590558364,0.3,0.174803664
1198,3376,,-121.2812977,38.61995899,0.229661581,0.247800184,0.234789026,1,1,1,0.712250791,0.234177215,0.272151899,0.243670886,0.53525641,0.186708861,0.151898734,0.294303797,0.294303797,0.411392405,0.843956044,0.196202532,0.355812783,0.545654565,0.311647271,0.352738367,0.369274662,0.355812783,0.12550882
1199,3377,,-121.2720541,38.62005639,0.1199079,0.143485162,0.130464614,1,1,1,0.393857677,0.234177215,0.272151899,0.243670886,0.53525641,0.186708861,0.151898734,0.294303797,0.294303797,0.411392405,0.832967033,0.196202532,0.332159034,0.061606161,0.533657705,0.313225891,0.331793262,0.332159034,0.104040809
1200,3266,,-121.2995314,38.60529749,0.193693174,0.220260278,0.202533232,1,1,1,0.616486684,0.471518987,0.439873418,0.044303797,0.932692308,0.449367089,0.816455696,0.46835443,0.582278481,0.617088608,0.725274725,0.389240506,0.530447911,0.295929593,0.304875602,0.50377593,0.519228153,0.530447911,0.26722689
1202,3321,,-121.2904154,38.61262858,0.09623445,0.098435274,0.101347673,1,1,1,0.296017396,0.471518987,0.439873418,0.044303797,0.932692308,0.449367089,0.816455696,0.46835443,0.582278481,0.617088608,0.556043956,0.389240506,0.628082536,0.350935094,0.941613162,0.510886811,0.529432439,0.628082536,0.320879084
1204,3005,,-121.32661,38.56883575,0.372919968,0.377692773,0.420174919,1,1,1,1.17078766,0.28164557,0.294303797,0.496835443,0.91025641,0.626582278,0.680379747,0.357594937,0.841772152,0.107594937,0.627472527,0.25,0.771011575,0.676567657,0.748796148,0.562005027,0.599357955,0.771011575,0.433312381
1205,2953,,-121.3264807,38.56160356,0.080037891,0.07594443,0.085023099,1,1,1,0.24100542,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.267032967,0.759493671,0.640161047,0.812981298,0.659309791,0.573015023,0.568717169,0.640161047,0.366821897
1206,2952,,-121.335717,38.56150201,0.05166746,0.073488435,0.093838155,1,1,1,0.21899405,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.267032967,0.759493671,0.640161047,0.812981298,0.314606742,0.518208003,0.510829177,0.640161047,0.331736577
1207,2900,,-121.3355869,38.55426984,0.100510209,0.114059637,0.11422065,1,1,1,0.328790496,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.004395604,0.759493671,0.050327126,0.95709571,0.229885634,0.486563385,0.476706165,0.3,0.145969015
1208,2901,,-121.3263515,38.55437138,0.511797881,0.523739971,0.563015416,1,1,1,0,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.004395604,0.759493671,0.050327126,0.95709571,0.229885634,0.459164177,0.443827115,0.3,0.137749253
1214,3058,,-121.3175011,38.57616882,0.282542258,0.274301575,0.282860757,1,1,1,0.83970459,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.063736264,0.566455696,0.352793156,0.95049505,0.519361958,0.640264029,0.639746281,0.352793156,0.225880767
1215,3057,,-121.3267392,38.57606796,0.12904963,0.16885004,0.34681878,1,1,1,0.64471845,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.063736264,0.566455696,0.352793156,0.95049505,0.303872392,0.571205559,0.568203069,0.352793156,0.201517412
1217,3004,,-121.3358471,38.5687342,0.260341391,0.264606259,0.340849763,1,1,1,0.865797412,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.063736264,0.566455696,0.352793156,0.95049505,0,0.560378849,0.556487376,0.352793156,0.197697822
1218,2954,,-121.3172444,38.5617044,0.175356138,0.208306436,0.218088835,1,1,1,0.601751409,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.623076923,0.566455696,0.724207348,0.786578658,0,0.566140246,0.569526162,0.724207348,0.410002926
1220,3006,,-121.3173728,38.5689366,0.037951084,0.072856398,0.150898438,1,1,1,0.261705921,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.386813187,0.566455696,0.100150981,0.190319032,0.895214687,0.574117636,0.585143401,0.3,0.172235291
1221,3060,,-121.2990249,38.57636843,0.208063046,0.217057117,0.203400187,1,1,1,0.62852035,0.319620253,0.101265823,0.518987342,0.807692308,0.876582278,0.832278481,0.67721519,0.680379747,0.832278481,0.22967033,0.715189873,0.186713639,0.180418042,0.805878812,0.566774622,0.574514276,0.3,0.170032387
1222,3110,,-121.2991515,38.58360068,0.430555958,0.42498487,0.459260933,1,1,1,1.314801761,0.319620253,0.101265823,0.518987342,0.807692308,0.876582278,0.832278481,0.67721519,0.680379747,0.832278481,0.463736264,0.715189873,0.192752894,0.900990099,0.58401886,0.684777412,0.696684083,0.3,0.205433223
1223,3059,,-121.308263,38.57626898,0.152924563,0.160663831,0.195148858,1,1,1,0.508737253,0.319620253,0.101265823,0.518987342,0.807692308,0.876582278,0.832278481,0.67721519,0.680379747,0.832278481,0.463736264,0.715189873,0.192752894,0.900990099,0,0.568893935,0.55763795,0.3,0.17066818
1224,3007,,-121.3081356,38.56903675,0.126397599,0.169278154,0.28208323,1,1,1,0.577758983,0.319620253,0.101265823,0.518987342,0.807692308,0.876582278,0.832278481,0.67721519,0.680379747,0.832278481,0.463736264,0.715189873,0.192752894,0.900990099,0,0.544750352,0.538381654,0.3,0.163425106
1225,3109,,-121.3083905,38.58350121,0.157414405,0.157695288,0.179676837,1,1,1,0.494786529,0.794303797,0.370253165,0.136075949,0.743589744,0.661392405,0.813291139,0.743670886,0.844936709,0.537974684,0.681318681,0.35443038,0.34272773,0.723872387,0.866422552,0.631745047,0.649313731,0.34272773,0.216516546
1226,3161,,-121.2900381,38.5909317,0.274007138,0.293730501,0.296553199,1,1,1,0.864290838,0.794303797,0.370253165,0.136075949,0.743589744,0.661392405,0.813291139,0.743670886,0.844936709,0.537974684,0.407692308,0.35443038,0.33064922,0.633663366,0.578200241,0.628585164,0.641339506,0.33064922,0.207841194
1227,3160,,-121.2992781,38.59083293,0.056224593,0.147381274,0.18040452,1,1,1,0.384010388,0.794303797,0.370253165,0.136075949,0.743589744,0.661392405,0.813291139,0.743670886,0.844936709,0.537974684,0.823076923,0.35443038,0.309511827,0.388338834,0,0.554353315,0.558969453,0.309511827,0.171578907
1228,3215,,-121.2716821,38.59835942,0.103199423,0.122365442,0.142745993,0.75,0.75,1,0.368310858,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.555611475,0.99889989,0,0.432313728,0.402884166,0.555611475,0.240198468
1230,3163,,-121.2715581,38.59112712,0.077019465,0.12225482,0.241480569,0.75,0.75,1,0.440754854,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.555611475,0.99889989,0,0.44026576,0.41180422,0.555611475,0.244616708
1231,3214,,-121.280923,38.59826205,0.095156148,0.131531842,0.171525906,1,1,1,0.398213896,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.555611475,0.99889989,0,0.446860996,0.4164229,0.555611475,0.248281097
1233,3112,,-121.2806733,38.58379748,0.253810159,0.248559184,0.308309324,1,1,1,0.810678667,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.555611475,0.99889989,0.990569823,0.617739841,0.603940743,0.555611475,0.343223344
1234,3111,,-121.2899124,38.58369943,0.247988385,0.225353796,0.268173266,1,1,1,0.741515446,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.555611475,0.99889989,0,0.466311857,0.442740154,0.555611475,0.259088219
1236,3063,,-121.2713103,38.57666255,0.288413783,0.28004709,0.319555419,0.5,0.5,1,0.888016292,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.325274725,0.414556962,0.871162557,0.543454345,0.315359149,0.41349436,0.419288412,0.871162557,0.360220804
1237,3062,,-121.2805485,38.57656522,0.137518952,0.205312281,0.211564192,1,1,1,0.554395425,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.325274725,0.414556962,0.871162557,0.543454345,0.283758026,0.401565181,0.398958951,0.871162557,0.349828549
1239,3113,,-121.2714342,38.58389483,0.09041074,0.108235456,0.246697327,0.75,0.75,1,0.445343523,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.416708606,0.862486249,0.288723917,0.376959062,0.371186982,0.416708606,0.157082085
1240,3012,,-121.2619491,38.56952691,0.744214112,1.004295779,0.82486857,0.5,0.75,0.5,0,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.416708606,0.862486249,0,0.308058249,0.291017778,0.416708606,0.128370524
1241,3064,,-121.2620721,38.57675919,0.51789749,0.537039474,0.652649494,0.75,0.75,0.75,0,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.416708606,0.862486249,0,0.310959596,0.293556457,0.416708606,0.12957954
1243,3061,,-121.2897867,38.57646718,0.199125707,0.197073965,0.273700866,1,1,1,0.669900538,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.416708606,0.862486249,0.284660915,0.388220583,0.387012526,0.416708606,0.161774858
1244,2951,,-121.3449532,38.56139976,0.402673901,0.416681218,0.4186672,1,1,1,1.238022318,0.411392405,0.287974684,0.610759494,0.852564103,0.686708861,0.563291139,0.221518987,0.439873418,0.452531646,0.479120879,0.636075949,0.639657776,0.757975798,0.337630417,0.532356312,0.54200514,0.639657776,0.340525854
1245,2848,,-121.3354568,38.54703768,0.168517681,0.178340195,0.204677108,1,1,1,0.551534984,0.411392405,0.287974684,0.610759494,0.852564103,0.686708861,0.563291139,0.221518987,0.439873418,0.452531646,0.453846154,0.636075949,0.374937091,0.168316832,0,0.386420668,0.385890406,0.374937091,0.144883441
1246,2899,,-121.3448222,38.5541676,0.385479332,0.389982477,0.407607804,1,1,1,1.183069613,0.411392405,0.287974684,0.610759494,0.852564103,0.686708861,0.563291139,0.221518987,0.439873418,0.452531646,0.453846154,0.636075949,0.374937091,0.168316832,0.633627608,0.506879544,0.525556733,0.374937091,0.190047942
1247,2949,,-121.3634256,38.56119315,0.133737452,0.144713316,0.142888851,1,1,1,0.42133962,0.582278481,0.142405063,0.367088608,0.115384615,0.892405063,0.287974684,0.712025316,0.882911392,0.689873418,0.597802198,0.329113924,0.303975843,0.357535754,0.912419743,0.559296081,0.569980424,0.303975843,0.170012498
1248,2948,,-121.3726618,38.56108879,0.156716526,0.187616667,0.201836206,1,1,1,0.546169399,0.582278481,0.142405063,0.367088608,0.115384615,0.892405063,0.287974684,0.712025316,0.882911392,0.689873418,0.567032967,0.329113924,0.239557121,0.051705171,0.896970305,0.533577274,0.549605519,0.3,0.160073182
1249,3001,,-121.3635585,38.5684253,0.290320546,0.282705476,0.302562521,1,1,1,0.875588543,0.727848101,0.563291139,0.291139241,0.096153846,0.851265823,0.094936709,0.569620253,0.335443038,0.316455696,0.440659341,0.348101266,0.674383493,0.180418042,0.341593098,0.440757965,0.438593142,0.674383493,0.297239896
1250,3002,,-121.3543214,38.56852897,0.315238579,0.329069306,0.405715182,1,1,1,1.050023066,0.727848101,0.563291139,0.291139241,0.096153846,0.851265823,0.094936709,0.569620253,0.335443038,0.316455696,0.440659341,0.348101266,0.674383493,0.180418042,0.58401886,0.513044648,0.513133956,0.674383493,0.345988842
1251,3056,,-121.3359773,38.57596639,0.236840783,0.251200163,0.330971097,1,1,1,0.819012042,0.332278481,0.329113924,0.471518987,0.791666667,0.588607595,0.329113924,0.17721519,0.382911392,0.550632911,0.363736264,0.193037975,0.312028183,0.108910891,0.551264045,0.411039516,0.423895618,0.312028183,0.128255913
1253,3003,,-121.3450843,38.56863194,0.090980132,0.102588493,0.141539295,1,1,1,0.33510792,0.332278481,0.329113924,0.471518987,0.791666667,0.588607595,0.329113924,0.17721519,0.382911392,0.550632911,0.485714286,0.193037975,0.87267237,0.99119912,0.5956561,0.414319835,0.418166017,0.87267237,0.361565473
1254,2898,,-121.3540575,38.55406466,0.462287918,0.470705843,0.476262172,1,1,1,1.409255934,0.39556962,0.382911392,0.325949367,0.08974359,0.357594937,0.518987342,0.297468354,0.575949367,0.363924051,0.63956044,0.180379747,0.378963261,0.01320132,0.743729936,0.517691807,0.556387374,0.378963261,0.196186175
1255,2847,,-121.3446912,38.54693545,0.093005689,0.165457764,0.17174658,1,1,1,0.430210032,0.39556962,0.382911392,0.325949367,0.08974359,0.357594937,0.518987342,0.297468354,0.575949367,0.363924051,0.468131868,0.180379747,0.479617514,0.424642464,0.940609952,0.467380276,0.486538267,0.479617514,0.224163766
1258,2897,,-121.3632928,38.55396101,0.355794604,0.367716851,0.313005912,1,1,1,1.036517367,0.512658228,0.784810127,0.484177215,0.112179487,0.977848101,0.313291139,0.436708861,0.300632911,0.579113924,0.586813187,0.392405063,0.750377453,0.151815182,0.546498796,0.562444267,0.563444503,0.750377453,0.422045497
1259,2896,,-121.3725281,38.55385665,0.005488726,0.011595471,0.016002357,0.25,1,1,0.033086554,0.512658228,0.784810127,0.484177215,0.112179487,0.977848101,0.313291139,0.436708861,0.300632911,0.579113924,0.568131868,0.392405063,0.483643684,0.0220022,0,0.386335084,0.366865754,0.483643684,0.186848523
1260,2950,,-121.3541894,38.56129681,0.178461127,0.222289579,0.266428598,1,1,1,0.667179304,0.512658228,0.784810127,0.484177215,0.112179487,0.977848101,0.313291139,0.436708861,0.300632911,0.579113924,0.692307692,0.392405063,0.364368395,0.0220022,0,0.471942977,0.462309101,0.364368395,0.171961105
1262,2845,,-121.36316,38.54672887,0.085827994,0.108959684,0.272995381,1,1,1,0.467783059,0.430379747,0.835443038,0.639240506,0.394230769,0.712025316,0.53164557,0.268987342,0.379746835,0.332278481,0.150549451,0.746835443,0.308505284,0.394939494,0.802217095,0.47948306,0.474924905,0.308505284,0.147923058
1263,2793,,-121.3630273,38.53949675,0.533945941,0.548832587,0.603398192,1,1,1,0,0.430379747,0.835443038,0.639240506,0.394230769,0.712025316,0.53164557,0.268987342,0.379746835,0.332278481,0.39010989,0.746835443,0.547559134,0.705170517,0.815258828,0.54045613,0.522448525,0.547559134,0.295931691
1264,2846,,-121.3539256,38.54683251,0.051821538,0.055753547,0.120493771,1,1,1,0.228068856,0.680379747,0.392405063,0.525316456,0.83974359,0.778481013,0.471518987,0.509493671,0.21835443,0.525316456,0.838461538,0.642405063,0.675893306,0.271727173,0.40625,0.481518736,0.473209048,0.675893306,0.32545529
1265,2795,,-121.3445602,38.53970331,0.389012001,0.4083503,0.49579991,1,1,1,1.293162211,0.680379747,0.392405063,0.525316456,0.83974359,0.778481013,0.471518987,0.509493671,0.21835443,0.525316456,0.543956044,0.642405063,0.644187217,0.833883388,0.306530899,0.590926117,0.587109869,0.644187217,0.380667051
1267,2680,,-121.4089199,38.52450394,0.031849707,0.076458045,0.065467729,1,1,1,0.173775481,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0,0.475949615,0.457765897,0.3,0.142784885
1268,2625,,-121.4087827,38.5172719,0.054588243,0.116724305,0.130084193,1,1,1,0.301396741,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0,0.48658472,0.470528023,0.3,0.145975416
1270,2567,,-121.4086455,38.51003988,0.056964491,0.071898933,0.210160964,1,1,1,0.339024387,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.229885634,0.505446993,0.494277662,0.3,0.151634098
1271,2568,,-121.3994158,38.51014698,0.51845381,0.554837496,0.556982926,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0,0.459960057,0.439068614,0.3,0.137988017
1273,2570,,-121.3809562,38.51035909,1.18380828,1.179243028,1.259766685,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.229885634,0.475981866,0.459313766,0.3,0.14279456
1274,2569,,-121.390186,38.51025339,1.045043592,1.052963685,1.072199409,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.229885634,0.475981866,0.459313766,0.3,0.14279456
1275,2512,,-121.3808217,38.50312704,1.638724726,1.650613175,1.69283843,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.240971108,0.478377927,0.461710551,0.3,0.143513378
1277,2509,,-121.4085084,38.50280786,0.548839056,0.555216058,0.438463271,1,1,1,0.219231635,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.257223114,0.497889974,0.485161274,0.3,0.149366992
